datetime,open,high,low,close,volume,res
2022-10-09 10:00:00,3.64,3.65,3.53,3.55,3273775,1d
2022-10-10 10:00:00,3.55,3.59,3.52,3.54,2379345,1d
2022-10-11 10:00:00,3.54,3.57,3.41,3.44,5841326,1d
2022-10-12 10:00:00,3.44,3.47,3.25,3.29,12156368,1d
2022-10-13 10:00:00,3.29,3.34,3.21,3.29,7912928,1d
2022-10-16 10:00:00,3.29,3.42,3.29,3.4,8765029,1d
2022-10-17 10:00:00,3.4,3.49,3.4,3.44,11741097,1d
2022-10-18 10:00:00,3.44,3.5,3.41,3.43,8139684,1d
2022-10-19 10:00:00,3.43,3.47,3.39,3.41,4602147,1d
2022-10-20 10:00:00,3.41,3.62,3.4,3.6,17591685,1d
2022-10-23 10:00:00,3.6,3.71,3.6,3.66,15103689,1d
2022-10-24 10:00:00,3.66,3.7,3.6,3.62,11918799,1d
2022-10-25 10:00:00,3.62,3.65,3.54,3.6,3899990,1d
2022-10-26 10:00:00,3.6,3.7,3.6,3.67,7540823,1d
2022-10-27 10:00:00,3.67,3.93,3.67,3.81,28371625,1d
2022-10-30 10:00:00,3.81,4.0,3.81,3.85,13772307,1d
2022-10-31 10:00:00,3.85,3.99,3.79,3.96,9547493,1d
2022-11-01 10:00:00,3.93,4.07,3.93,3.98,12693607,1d
2022-11-02 10:00:00,3.98,4.01,3.8,3.8,9475869,1d
2022-11-03 10:00:00,3.8,3.84,3.74,3.75,4951969,1d
2022-11-06 10:00:00,3.78999996,3.79999995,3.66000009,3.69000006,3374252,1d
2022-11-07 10:00:00,3.69,3.76,3.69,3.71,4096463,1d
2022-11-08 10:00:00,3.71,3.79,3.62,3.63,5422771,1d
2022-11-09 10:00:00,3.63,3.68,3.58,3.61,5271370,1d
2022-11-10 10:00:00,3.61,3.83,3.61,3.77,11744899,1d
2022-11-13 10:00:00,3.77,4.03,3.77,3.96,26567979,1d
2022-11-14 10:00:00,3.96,4.25,3.96,4.22,38615821,1d
2022-11-15 10:00:00,4.22,4.26,4.07,4.11,18187825,1d
2022-11-16 10:00:00,4.11,4.47,4.11,4.43,27275538,1d
2022-11-17 10:00:00,4.43,4.52,4.37,4.37,9696879,1d
